,,,,,,,,,,,,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2
Water System ID,Water System Name,Source,County,Action Taken,,Testing Date,Sample Number,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text,Action & No PFAS detected,Action & PFAS detected below State Action Level (SAL),Action & PFAS detected meeting or exceeding State Action Level (SAL),No Action & No PFAS detected,No Action & PFAS detected below State Action Level (SAL),No Action & PFAS detected meeting or exceeding State Action Level (SAL)
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFBA) PFbutanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFBS) PFbutane sulfonic acid,10ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFHpA) PFheptanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFHxA) PFhexanoic acid,7.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFOA) PFoctanoic acid,12.1ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFOS) PFoctane sulfonic acid,13.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,7/10/2024,34101,(PFPeA) PFpentanoic acid,7.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFBA) PFbutanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFBS) PFbutane sulfonic acid,9.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFHpA) PFheptanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFHxA) PFhexanoic acid,7.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFOA) PFoctanoic acid,10.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFOS) PFoctane sulfonic acid,11.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
76462,SAWYERWOOD WATER SYSTEM,1,King,None,,10/9/2024,45101,(PFPeA) PFpentanoic acid,8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77050,SEATTLE PUBLIC UTILITIES,4,King,None,,9/18/2024,38541,(PFBS) PFbutane sulfonic acid,2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77050,SEATTLE PUBLIC UTILITIES,4,King,None,,9/18/2024,38541,(PFHpA) PFheptanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77050,SEATTLE PUBLIC UTILITIES,4,King,None,,9/18/2024,38541,(PFHxA) PFhexanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77050,SEATTLE PUBLIC UTILITIES,4,King,None,,9/18/2024,38541,(PFHxS) PFhexane sulfonic acid,2.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77050,SEATTLE PUBLIC UTILITIES,4,King,None,,9/18/2024,38541,(PFOA) PFoctanoic acid,5.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77050,SEATTLE PUBLIC UTILITIES,4,King,None,,9/18/2024,38541,(PFPeA) PFpentanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
77960,SHAWS COVE,3,Pierce,None,,4/10/2023,20403,(PFHxA) PFhexanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
78618,SHORECREST,1,Pierce,None,,5/30/2023,101,(PFBS) PFbutane sulfonic acid,2.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
78618,SHORECREST,1,Pierce,None,,9/11/2023,24601,(PFBS) PFbutane sulfonic acid,3.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
78618,SHORECREST,1,Pierce,None,,11/20/2023,55601,(PFBS) PFbutane sulfonic acid,2.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
78618,SHORECREST,1,Pierce,None,,2/26/2024,43901,(PFBS) PFbutane sulfonic acid,2.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
78618,SHORECREST,1,Pierce,None,,9/16/2024,38413,(PFBS) PFbutane sulfonic acid,3.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
81451,SOUTH BAINBRIDGE,25,Kitsap,None,,1/31/2023,2101,(PFPeA) PFpentanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,6/13/2023,35809,(PFBA) PFbutanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,21,Pierce,None,,6/13/2023,35811,(PFBA) PFbutanoic acid,12ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,6/13/2023,35813,(PFBA) PFbutanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,27,Pierce,None,,6/13/2023,35833,(PFBA) PFbutanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,48,Pierce,None,,6/13/2023,35817,(PFBS) PFbutane sulfonic acid,4.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,6/13/2023,35813,(PFHxA) PFhexanoic acid,16.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,27,Pierce,None,,6/13/2023,35833,(PFHxA) PFhexanoic acid,16.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,6/13/2023,35809,(PFHxA) PFhexanoic acid,39.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,48,Pierce,None,,6/13/2023,35817,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,21,Pierce,None,,6/13/2023,35811,(PFHxA) PFhexanoic acid,42.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,48,Pierce,None,,6/13/2023,35817,(PFOA) PFoctanoic acid,4.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,48,Pierce,None,,6/13/2023,35817,(PFOS) PFoctane sulfonic acid,4.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,48,Pierce,None,,6/13/2023,35817,(PFPeA) PFpentanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,6/13/2023,35813,(PFPeA) PFpentanoic acid,36.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,27,Pierce,None,,6/13/2023,35833,(PFPeA) PFpentanoic acid,36.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,6/13/2023,35809,(PFPeA) PFpentanoic acid,92.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,21,Pierce,None,,6/13/2023,35811,(PFPeA) PFpentanoic acid,98.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,56,Pierce,None,,6/19/2023,48815,(PFBS) PFbutane sulfonic acid,3.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,36,Pierce,None,,6/19/2023,48811,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,37,Pierce,None,,6/19/2023,48813,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,6/19/2023,48809,(PFBS) PFbutane sulfonic acid,4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,6/19/2023,48819,(PFBS) PFbutane sulfonic acid,5.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,6/19/2023,48803,(PFBS) PFbutane sulfonic acid,5.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,23,Pierce,None,,6/19/2023,48805,(PFBS) PFbutane sulfonic acid,5.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,24,Pierce,None,,6/19/2023,48807,(PFBS) PFbutane sulfonic acid,5.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,6/19/2023,48821,(PFBS) PFbutane sulfonic acid,6.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,56,Pierce,None,,6/19/2023,48815,(PFHxA) PFhexanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,36,Pierce,None,,6/19/2023,48811,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,37,Pierce,None,,6/19/2023,48813,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,56,Pierce,None,,6/19/2023,48815,(PFHxS) PFhexane sulfonic acid,2.9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,6/19/2023,48821,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,6/19/2023,48803,(PFOA) PFoctanoic acid,2.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,23,Pierce,None,,6/19/2023,48805,(PFOA) PFoctanoic acid,2.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,24,Pierce,None,,6/19/2023,48807,(PFOA) PFoctanoic acid,2.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,6/19/2023,48819,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,6/19/2023,48809,(PFOS) PFoctane sulfonic acid,2.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,6/19/2023,48821,(PFOS) PFoctane sulfonic acid,3.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,36,Pierce,None,,6/19/2023,48811,(PFOS) PFoctane sulfonic acid,3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,37,Pierce,None,,6/19/2023,48813,(PFOS) PFoctane sulfonic acid,3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,6/19/2023,48819,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,24,Pierce,None,,6/19/2023,48807,(PFOS) PFoctane sulfonic acid,6.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,6/19/2023,48803,(PFOS) PFoctane sulfonic acid,6.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,23,Pierce,None,,6/19/2023,48805,(PFOS) PFoctane sulfonic acid,7.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,56,Pierce,None,,6/19/2023,48815,(PFPeA) PFpentanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,9/12/2023,26605,(PFBA) PFbutanoic acid,8.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,9/12/2023,26603,(PFBS) PFbutane sulfonic acid,3.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,9/12/2023,26607,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,9/12/2023,26601,(PFBS) PFbutane sulfonic acid,5.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,9/12/2023,26605,(PFHxA) PFhexanoic acid,29.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,9/12/2023,26603,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,9/12/2023,26601,(PFOA) PFoctanoic acid,2.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,9/12/2023,26607,(PFOA) PFoctanoic acid,3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,9/12/2023,26603,(PFOS) PFoctane sulfonic acid,3.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,9/12/2023,26601,(PFOS) PFoctane sulfonic acid,3.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,9/12/2023,26607,(PFOS) PFoctane sulfonic acid,4.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,9/18/2023,49303,(PFBS) PFbutane sulfonic acid,4.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,9/18/2023,49303,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,9/18/2023,49303,(PFOS) PFoctane sulfonic acid,6.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,11/13/2023,43203,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,11/13/2023,43203,(PFOA) PFoctanoic acid,2.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,11/13/2023,43203,(PFOS) PFoctane sulfonic acid,6.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,2/13/2024,26311,(PFBA) PFbutanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,2/13/2024,26305,(PFBA) PFbutanoic acid,7.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,2/13/2024,26303,(PFBS) PFbutane sulfonic acid,4.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,2/13/2024,26311,(PFBS) PFbutane sulfonic acid,5.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,2/13/2024,26307,(PFBS) PFbutane sulfonic acid,6.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,2/13/2024,26301,(PFBS) PFbutane sulfonic acid,7.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,2/13/2024,26301,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,2/13/2024,26307,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,2/13/2024,26305,(PFHxA) PFhexanoic acid,26.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,2/13/2024,26311,(PFHxA) PFhexanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,2/13/2024,26303,(PFHxS) PFhexane sulfonic acid,2.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,2/13/2024,26301,(PFOA) PFoctanoic acid,3.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,2/13/2024,26307,(PFOA) PFoctanoic acid,3.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,2/13/2024,26311,(PFOA) PFoctanoic acid,6.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,2/13/2024,26303,(PFOS) PFoctane sulfonic acid,3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,2/13/2024,26301,(PFOS) PFoctane sulfonic acid,4.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,2/13/2024,26307,(PFOS) PFoctane sulfonic acid,5.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,2/13/2024,26311,(PFOS) PFoctane sulfonic acid,6.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,2/13/2024,26301,(PFPeA) PFpentanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,2/13/2024,26307,(PFPeA) PFpentanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,2/13/2024,26311,(PFPeA) PFpentanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,2/13/2024,26305,(PFPeA) PFpentanoic acid,56.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,4/1/2024,1537,(PFBS) PFbutane sulfonic acid,6.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,4/1/2024,1537,(PFOA) PFoctanoic acid,4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,4/2/2024,1509,(PFBS) PFbutane sulfonic acid,4.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,4/2/2024,1507,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,4/2/2024,1519,(PFBS) PFbutane sulfonic acid,6.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,4/2/2024,1519,(PFHxA) PFhexanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,4/2/2024,1507,(PFOA) PFoctanoic acid,4.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,4/2/2024,1519,(PFOA) PFoctanoic acid,6.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,14,Pierce,None,,4/2/2024,1507,(PFOS) PFoctane sulfonic acid,5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,4/2/2024,1519,(PFOS) PFoctane sulfonic acid,8.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,4/2/2024,1519,(PFPeA) PFpentanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,4/3/2024,1521,(PFBS) PFbutane sulfonic acid,5.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,4/3/2024,1521,(PFOA) PFoctanoic acid,4.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,4/3/2024,1521,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,5/7/2024,17405,(PFBA) PFbutanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,21,Pierce,None,,5/7/2024,17403,(PFBA) PFbutanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,5/7/2024,17407,(PFBA) PFbutanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,5/7/2024,17401,(PFBS) PFbutane sulfonic acid,5.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,5/7/2024,17409,(PFBS) PFbutane sulfonic acid,6.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,21,Pierce,None,,5/7/2024,17403,(PFHxA) PFhexanoic acid,11.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,5/7/2024,17407,(PFHxA) PFhexanoic acid,13.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,5/7/2024,17409,(PFHxA) PFhexanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,5/7/2024,17405,(PFHxA) PFhexanoic acid,8.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,5/7/2024,17405,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,5/7/2024,17401,(PFHxS) PFhexane sulfonic acid,2.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,5/7/2024,17409,(PFOA) PFoctanoic acid,6.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,5/7/2024,17401,(PFOS) PFoctane sulfonic acid,3.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,5/7/2024,17409,(PFOS) PFoctane sulfonic acid,9.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,22,Pierce,None,,5/7/2024,17405,(PFPeA) PFpentanoic acid,21ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,21,Pierce,None,,5/7/2024,17403,(PFPeA) PFpentanoic acid,26.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,5/7/2024,17407,(PFPeA) PFpentanoic acid,29.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,2,Pierce,None,,5/7/2024,17409,(PFPeA) PFpentanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,12,Pierce,None,,8/20/2024,40301,(PFBA) PFbutanoic acid,19.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,8/20/2024,40303,(PFBS) PFbutane sulfonic acid,4.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,8/20/2024,40303,(PFHxS) PFhexane sulfonic acid,2.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,34,Pierce,None,,8/20/2024,40303,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,10/16/2024,33803,(PFBS) PFbutane sulfonic acid,6.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,30,Pierce,None,,10/16/2024,33805,(PFBS) PFbutane sulfonic acid,6.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
82844,SOUTHWOOD,15,Pierce,None,,10/16/2024,33803,(PFOS) PFoctane sulfonic acid,4.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
